timestamp,FA,F1,F2,F3,F4,F5,F6,F7,F8,CA,C1,C2,C3,C4,C5,C6,C7,C8,PA,P1,P2,P3,P4,P5,P6,P7,P8,Radio-Flux-10.7cm,SESC-Sunspot-Number,Sunspot-Area-10E-6-Hemis.,New-Regions,Stanfor-Solar-Mean-Field,GOES15-X-Ray-Bkgd-Flux,X-Ray-C,X-Ray-M,X-Ray-X,X-Ray-S,Optical-1,Optical-2,Optical-3
2008-01-11,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,76.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-12,4.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,11.0,0.0,0.0,1.0,3.0,2.0,5.0,3.0,1.0,9.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,2.0,76.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-13,9.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,24.0,1.0,1.0,1.0,3.0,6.0,5.0,4.0,3.0,11.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,75.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-14,14.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,30.0,2.0,2.0,4.0,6.0,4.0,5.0,4.0,3.0,16.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,75.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-15,7.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,19.0,3.0,2.0,3.0,5.0,5.0,3.0,0.0,1.0,8.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,74.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-16,9.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,22.0,2.0,2.0,4.0,5.0,5.0,3.0,2.0,3.0,11.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,73.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-17,7.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,16.0,3.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,10.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,74.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-18,10.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,20.0,3.0,2.0,3.0,3.0,5.0,5.0,2.0,1.0,10.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-19,6.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,28.0,1.0,1.0,5.0,6.0,5.0,4.0,2.0,2.0,9.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-20,4.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,6.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-21,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-22,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-23,3.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-24,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-25,8.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,8.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,11.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-26,6.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,8.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,0.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,73.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-27,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-28,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-29,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,72.0,13.0,20.0,1.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-30,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,73.0,14.0,60.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,72.0,15.0,50.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,10.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,25.0,3.0,2.0,2.0,5.0,3.0,5.0,5.0,3.0,18.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,71.0,19.0,30.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-02,19.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,28.0,4.0,4.0,4.0,4.0,6.0,2.0,3.0,3.0,19.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,71.0,16.0,20.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-03,10.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,35.0,3.0,2.0,5.0,6.0,5.0,5.0,3.0,3.0,12.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,71.0,14.0,10.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-04,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,10.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,71.0,14.0,10.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-05,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-06,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-07,6.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-08,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-09,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-10,13.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,42.0,0.0,2.0,3.0,5.0,7.0,6.0,4.0,3.0,18.0,0.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,73.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-11,16.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,31.0,2.0,3.0,4.0,6.0,6.0,4.0,2.0,2.0,17.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-12,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,22.0,1.0,2.0,3.0,6.0,5.0,3.0,2.0,1.0,11.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-13,10.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,26.0,1.0,1.0,4.0,5.0,6.0,4.0,3.0,1.0,12.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-14,10.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,16.0,2.0,1.0,3.0,3.0,5.0,2.0,3.0,3.0,15.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,4.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-15,8.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,26.0,1.0,2.0,3.0,6.0,6.0,3.0,2.0,1.0,10.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-16,8.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,12.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,9.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-17,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-18,9.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,27.0,0.0,0.0,2.0,5.0,6.0,5.0,3.0,3.0,12.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-19,10.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,29.0,2.0,3.0,5.0,5.0,6.0,4.0,2.0,1.0,12.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-20,5.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,7.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-21,3.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,8.0,0.0,0.0,2.0,3.0,4.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-22,3.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-23,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,72.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-24,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-25,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,71.0,12.0,20.0,1.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-26,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,71.0,13.0,30.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-27,6.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,8.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,12.0,2.0,2.0,0.0,1.0,2.0,3.0,5.0,3.0,71.0,12.0,30.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-28,17.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,27.0,2.0,3.0,3.0,6.0,4.0,4.0,4.0,3.0,22.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,70.0,12.0,30.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,18.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,44.0,3.0,4.0,5.0,6.0,5.0,6.0,4.0,4.0,27.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,13.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,44.0,5.0,5.0,5.0,6.0,6.0,4.0,3.0,2.0,19.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,69.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-02,8.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,12.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,69.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-03,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,68.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-04,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,68.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-05,7.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,19.0,1.0,1.0,3.0,5.0,5.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,69.0,13.0,20.0,1.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-06,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,70.0,12.0,30.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-07,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,71.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-08,6.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,22.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,1.0,11.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,1.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-09,14.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,41.0,3.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,25.0,4.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-10,12.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,25.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,18.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,70.0,12.0,90.0,1.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-11,7.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,25.0,3.0,2.0,4.0,5.0,6.0,3.0,2.0,1.0,12.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2008-03-12,9.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,15.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,14.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,69.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-13,11.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,33.0,2.0,2.0,2.0,7.0,6.0,3.0,2.0,1.0,14.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-14,12.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,22.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,13.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-15,7.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,33.0,4.0,2.0,4.0,7.0,5.0,2.0,1.0,1.0,11.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,70.0,12.0,20.0,1.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-16,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,70.0,12.0,20.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-17,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,70.0,11.0,10.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-18,7.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,8.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,70.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-19,5.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,10.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,2.0,6.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,69.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-20,7.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,16.0,2.0,1.0,1.0,4.0,6.0,2.0,1.0,0.0,8.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,68.0,0.0,0.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
